날짜,Tech_Score,Market_Score,Risk_Score,종가,거래량,주가변동
2026-01-09,0.1186440677966101,0.2627118644067797,-0.0805084745762711,139000.0,29520566,0.0014409221902016434
2026-01-12,0.1451612903225806,0.2016129032258064,-0.0483870967741935,138800.0,26271134,-0.0014388489208633226
2026-01-13,0.1071428571428571,0.2083333333333333,0.0595238095238095,137600.0,22384699,-0.008645533141210415
2026-01-14,0.1833333333333333,0.3777777777777777,0.0111111111111111,140300.0,18444394,0.019622093023255793
2026-01-15,0.1444444444444444,0.2,-0.0444444444444444,143900.0,24701126,0.02565930149679252
2026-01-16,0.1111111111111111,0.2654320987654321,0.0061728395061728,148900.0,30000219,0.0347463516330786
2026-01-19,0.1464285714285714,0.0607142857142857,-0.0928571428571428,149300.0,22762497,0.002686366689053088
2026-01-20,0.054054054054054,-0.081081081081081,0.0,145200.0,24059218,-0.02746148693904893
2026-01-21,0.1527777777777778,0.1111111111111111,-0.1111111111111111,149500.0,31703610,0.029614325068870517
2026-01-22,0.1111111111111111,0.2638888888888889,-0.0555555555555555,152300.0,32073624,0.0187290969899665
2026-01-23,0.1805555555555555,0.1875,0.0277777777777777,152100.0,25407497,-0.0013131976362442677
2026-01-26,0.1911764705882352,0.1470588235294117,0.0294117647058823,152100.0,20561689,0.0
2026-01-27,0.0833333333333333,0.2777777777777778,0.0,159500.0,29423670,0.048652202498356445
2026-01-28,0.1813725490196078,0.1666666666666666,0.0,162400.0,29456431,0.018181818181818077
2026-01-29,0.1676470588235294,0.2117647058823529,0.0058823529411764,160700.0,36087223,-0.010467980295566504
2026-01-30,0.179054054054054,0.1418918918918918,0.0472972972972973,160500.0,40557267,-0.001244555071561959
2026-02-02,0.1428571428571428,0.0,0.0142857142857142,150400.0,39748369,-0.06292834890965737
2026-02-03,0.15,0.2285714285714285,0.0285714285714285,167500.0,36529813,0.11369680851063824
2026-02-04,0.1041666666666666,0.5069444444444444,0.0,169100.0,29943042,0.009552238805970115
2026-02-05,0.3269230769230769,0.1538461538461538,-0.0576923076923076,159300.0,38435228,-0.05795387344766412
2026-02-06,0.1714285714285714,0.0285714285714285,-0.0285714285714285,158600.0,36358081,-0.00439422473320783
2026-02-09,0.3205128205128205,0.5384615384615384,0.0641025641025641,166400.0,25098971,0.049180327868852514
2026-02-10,0.0967741935483871,0.4032258064516129,0.0806451612903225,165800.0,19369566,-0.0036057692307692735
2026-02-11,0.3333333333333333,0.0606060606060606,-0.0303030303030303,167800.0,22760242,0.012062726176115701
2026-02-12,0.6290322580645161,0.6612903225806451,0.0161290322580645,178600.0,41296011,0.06436233611442188
2026-02-13,0.1597222222222222,0.1527777777777778,-0.0277777777777777,181200.0,34454192,0.014557670772676445
2026-02-19,0.110576923076923,0.5288461538461539,-0.0192307692307692,190000.0,27049388,0.04856512141280356
2026-02-20,0.1557377049180328,0.3032786885245901,0.0163934426229508,190100.0,24213880,0.000526315789473708
2026-02-23,0.1885245901639344,0.3770491803278688,-0.1147540983606557,193000.0,26364684,0.015255128879537061
2026-02-24,0.0849056603773584,0.5471698113207547,-0.0283018867924528,200000.0,28060617,0.03626943005181338
2026-02-25,0.2028301886792453,0.2169811320754717,-0.0471698113207547,203500.0,26987996,0.01750000000000007
2026-02-26,0.0212765957446808,0.5,-0.1170212765957446,218000.0,30095763,0.07125307125307123
